;id;Nummer;Lid;Opsomming niveau 1;Opsomming niveau 2;Opsomming niveau 3;Zin;Versie;jci 1.3;Brontekst;Action;Object;Actor;Recipient;Opmerkingen;Action 2;Object 2;Actor 2;Recipient 2;Action 3;Object 3;Actor 3;Recipient 3;tokens;srl_tags
167;167;Hoofdstuk4;Artikel78a;Lid2;;;;21-12-2018;jci1.3:c:BWBR0001840&hoofdstuk=4&artikel=78a&lid=2&z=2018-12-21&g=2018-12-21;De Nationale ombudsman en een substituut - ombudsman worden voor een bij de wet te bepalen termijn benoemd door de Tweede Kamer der Staten - Generaal .  Op eigen verzoek en wegens het bereiken van een bij de wet te bepalen leeftijd worden zij ontslagen .  In de gevallen bij de wet aangewezen kunnen zij door de Tweede Kamer der Staten - Generaal worden geschorst of ontslagen .  De wet regelt overigens hun rechtspositie . ;worden benoemd;De Nationale ombudsman $ een substituut-ombudsman;de Tweede Kamer der Staten-Generaal;;;worden ontslagen;zij;;;kunnen worden geschorst $ kunnen worden ontslagen;zij;de Tweede Kamer;;['Op', 'eigen', 'verzoek', 'en', 'wegens', 'het', 'bereiken', 'van', 'een', 'bij', 'de', 'wet', 'te', 'bepalen', 'leeftijd', 'worden', 'zij', 'ontslagen', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'OBJ', 'V', '.']
167;167;Hoofdstuk4;Artikel78a;Lid2;;;;21-12-2018;jci1.3:c:BWBR0001840&hoofdstuk=4&artikel=78a&lid=2&z=2018-12-21&g=2018-12-21;De Nationale ombudsman en een substituut - ombudsman worden voor een bij de wet te bepalen termijn benoemd door de Tweede Kamer der Staten - Generaal .  Op eigen verzoek en wegens het bereiken van een bij de wet te bepalen leeftijd worden zij ontslagen .  In de gevallen bij de wet aangewezen kunnen zij door de Tweede Kamer der Staten - Generaal worden geschorst of ontslagen .  De wet regelt overigens hun rechtspositie . ;worden benoemd;De Nationale ombudsman $ een substituut-ombudsman;de Tweede Kamer der Staten-Generaal;;;worden ontslagen;zij;;;kunnen worden geschorst $ kunnen worden ontslagen;zij;de Tweede Kamer;;['In', 'de', 'gevallen', 'bij', 'de', 'wet', 'aangewezen', 'kunnen', 'zij', 'door', 'de', 'Tweede', 'Kamer', 'der', 'Staten', '-', 'Generaal', 'worden', 'geschorst', 'of', 'ontslagen', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'OBJ', 'O', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', '-', 'ACTOR', 'V', 'V', 'O', 'V', '.']
173;173;Hoofdstuk4;Artikel80;Lid1;;;;21-12-2018;jci1.3:c:BWBR0001840&hoofdstuk=4&artikel=80&lid=1&z=2018-12-21&g=2018-12-21;De adviezen van de in dit hoofdstuk bedoelde colleges worden openbaar gemaakt volgens regels bij de wet te stellen . ;worden openbaar gemaakt;De adviezen;;;;;;;;;;;;['De', 'adviezen', 'van', 'de', 'in', 'dit', 'hoofdstuk', 'bedoelde', 'colleges', 'worden', 'openbaar', 'gemaakt', 'volgens', 'regels', 'bij', 'de', 'wet', 'te', 'stellen', '.'];['OBJ', 'OBJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'V', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '.']
174;174;Hoofdstuk4;Artikel80;Lid2;;;;21-12-2018;jci1.3:c:BWBR0001840&hoofdstuk=4&artikel=80&lid=2&z=2018-12-21&g=2018-12-21;Adviezen ,  uitgebracht ter zake van voorstellen van wet die door of vanwege de Koning worden ingediend ,  worden ,  behoudens bij de wet te bepalen uitzonderingen ,  aan de Staten - Generaal overgelegd . ;worden overgelegd;Adviezen;;de Staten-Generaal;;;;;;;;;;['Adviezen', ',', 'uitgebracht', 'ter', 'zake', 'van', 'voorstellen', 'van', 'wet', 'die', 'door', 'of', 'vanwege', 'de', 'Koning', 'worden', 'ingediend', ',', 'worden', ',', 'behoudens', 'bij', 'de', 'wet', 'te', 'bepalen', 'uitzonderingen', ',', 'aan', 'de', 'Staten', '-', 'Generaal', 'overgelegd', '.'];['OBJ', ',', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', ',', 'V', ',', 'O', 'O', 'O', 'O', 'O', 'O', 'O', ',', 'O', 'REC', 'REC', '-', 'REC', 'V', '.']
176;176;Hoofdstuk5;Paragraaf1;Artikel82;Lid1;;;21-12-2018;jci1.3:c:BWBR0001840&hoofdstuk=5&paragraaf=1&artikel=82&lid=1&z=2018-12-21&g=2018-12-21;Voorstellen van wet kunnen worden ingediend door of vanwege de Koning en door de Tweede Kamer der Staten - Generaal . ; kunnen worden ingediend;Voorstellen van wet;de Koning $ de Tweede Kamer der Staten-Generaal;;;;;;;;;;;['Voorstellen', 'van', 'wet', 'kunnen', 'worden', 'ingediend', 'door', 'of', 'vanwege', 'de', 'Koning', 'en', 'door', 'de', 'Tweede', 'Kamer', 'der', 'Staten', '-', 'Generaal', '.'];['OBJ', 'OBJ', 'OBJ', 'V', 'V', 'V', 'O', 'O', 'O', 'ACTOR', 'ACTOR', 'O', 'O', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', '-', 'ACTOR', '.']
177;177;Hoofdstuk5;Paragraaf1;Artikel82;Lid2;;;21-12-2018;jci1.3:c:BWBR0001840&hoofdstuk=5&paragraaf=1&artikel=82&lid=2&z=2018-12-21&g=2018-12-21;Voorstellen van wet waarvoor behandeling door de Staten - Generaal in verenigde vergadering is voorgeschreven ,  kunnen worden ingediend door of vanwege de Koning en ,  voor zover de betreffende artikelen van  dit toelaten ,  door de verenigde vergadering . hoofdstuk 2; kunnen worden ingediend;Voorstellen van wet;de Koning $ de verenigde vergadering;;;;;;;;;;;['Voorstellen', 'van', 'wet', 'waarvoor', 'behandeling', 'door', 'de', 'Staten', '-', 'Generaal', 'in', 'verenigde', 'vergadering', 'is', 'voorgeschreven', ',', 'kunnen', 'worden', 'ingediend', 'door', 'of', 'vanwege', 'de', 'Koning', 'en', ',', 'voor', 'zover', 'de', 'betreffende', 'artikelen', 'van', 'dit', 'toelaten', ',', 'door', 'de', 'verenigde', 'vergadering', '.'];['OBJ', 'OBJ', 'OBJ', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', ',', 'V', 'V', 'V', 'O', 'O', 'O', 'ACTOR', 'ACTOR', 'O', ',', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', ',', 'O', 'ACTOR', 'ACTOR', 'ACTOR', '.']
178;178;Hoofdstuk5;Paragraaf1;Artikel82;Lid3;;;21-12-2018;jci1.3:c:BWBR0001840&hoofdstuk=5&paragraaf=1&artikel=82&lid=3&z=2018-12-21&g=2018-12-21;Voorstellen van wet ,  in te dienen door de Tweede Kamer onderscheidenlijk de verenigde vergadering ,  worden bij haar door een of meer leden aanhangig gemaakt . ;worden aanhangig gemaakt;Voorstellen van wet;een of meer leden;;;;;;;;;;;['Voorstellen', 'van', 'wet', ',', 'in', 'te', 'dienen', 'door', 'de', 'Tweede', 'Kamer', 'onderscheidenlijk', 'de', 'verenigde', 'vergadering', ',', 'worden', 'bij', 'haar', 'door', 'een', 'of', 'meer', 'leden', 'aanhangig', 'gemaakt', '.'];['OBJ', 'OBJ', 'OBJ', ',', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', ',', 'V', 'O', 'O', 'O', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'V', 'V', '.']
179;179;Hoofdstuk5;Paragraaf1;Artikel83;;;;21-12-2018;jci1.3:c:BWBR0001840&hoofdstuk=5&paragraaf=1&artikel=83&z=2018-12-21&g=2018-12-21;Voorstellen van wet ,  ingediend door of vanwege de Koning ,  worden gezonden aan de Tweede Kamer of ,  indien daarvoor behandeling door de Staten - Generaal in verenigde vergadering is voorgeschreven ,  aan deze vergadering . ;worden gezonden;Voorstellen van wet;;Tweede Kamer $ deze vergadering;;;;;;;;;;['Voorstellen', 'van', 'wet', ',', 'ingediend', 'door', 'of', 'vanwege', 'de', 'Koning', ',', 'worden', 'gezonden', 'aan', 'de', 'Tweede', 'Kamer', 'of', ',', 'indien', 'daarvoor', 'behandeling', 'door', 'de', 'Staten', '-', 'Generaal', 'in', 'verenigde', 'vergadering', 'is', 'voorgeschreven', ',', 'aan', 'deze', 'vergadering', '.'];['OBJ', 'OBJ', 'OBJ', ',', 'O', 'O', 'O', 'O', 'O', 'O', ',', 'V', 'V', 'O', 'REC', 'REC', 'REC', 'O', ',', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', ',', 'O', 'REC', 'REC', '.']
183;183;Hoofdstuk5;Paragraaf1;Artikel86;Lid1;;;21-12-2018;jci1.3:c:BWBR0001840&hoofdstuk=5&paragraaf=1&artikel=86&lid=1&z=2018-12-21&g=2018-12-21;Zolang een voorstel van wet niet door de Staten - Generaal is aangenomen ,  kan het door of vanwege de indiener worden ingetrokken . ;kan worden ingetrokken;een voorstel van wet;de indiener;;;;;;;;;;;['Zolang', 'een', 'voorstel', 'van', 'wet', 'niet', 'door', 'de', 'Staten', '-', 'Generaal', 'is', 'aangenomen', ',', 'kan', 'het', 'door', 'of', 'vanwege', 'de', 'indiener', 'worden', 'ingetrokken', '.'];['O', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', ',', 'V', 'O', 'O', 'O', 'O', 'ACTOR', 'ACTOR', 'V', 'V', '.']
184;184;Hoofdstuk5;Paragraaf1;Artikel86;Lid2;;;21-12-2018;jci1.3:c:BWBR0001840&hoofdstuk=5&paragraaf=1&artikel=86&lid=2&z=2018-12-21&g=2018-12-21;Zolang de Tweede Kamer onderscheidenlijk de verenigde vergadering een door haar in te dienen voorstel van wet niet heeft aangenomen ,  kan het door het lid of de leden door wie het aanhangig is gemaakt ,  worden ingetrokken . ;kan worden ingetrokken;een door haar in te dienen voorstel van wet;het lid of de leden door wie het aanhangig is gemaakt;;;;;;;;;;;['Zolang', 'de', 'Tweede', 'Kamer', 'onderscheidenlijk', 'de', 'verenigde', 'vergadering', 'een', 'door', 'haar', 'in', 'te', 'dienen', 'voorstel', 'van', 'wet', 'niet', 'heeft', 'aangenomen', ',', 'kan', 'het', 'door', 'het', 'lid', 'of', 'de', 'leden', 'door', 'wie', 'het', 'aanhangig', 'is', 'gemaakt', ',', 'worden', 'ingetrokken', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'O', 'O', 'O', ',', 'V', 'O', 'O', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', ',', 'V', 'V', '.']
200;200;Hoofdstuk5;Paragraaf2;Artikel96;Lid1;;;21-12-2018;jci1.3:c:BWBR0001840&hoofdstuk=5&paragraaf=2&artikel=96&lid=1&z=2018-12-21&g=2018-12-21;Het Koninkrijk wordt niet in oorlog verklaard dan na voorafgaande toestemming van de Staten - Generaal . ;wordt niet in oorlog verklaard;Het Koninkrijk;;;;;;;;;;;;['Het', 'Koninkrijk', 'wordt', 'niet', 'in', 'oorlog', 'verklaard', 'dan', 'na', 'voorafgaande', 'toestemming', 'van', 'de', 'Staten', '-', 'Generaal', '.'];['OBJ', 'OBJ', 'V', 'V', 'V', 'V', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', '.']
210;210;Hoofdstuk5;Paragraaf2;Artikel100;Lid1;;;21-12-2018;jci1.3:c:BWBR0001840&hoofdstuk=5&paragraaf=2&artikel=100&lid=1&z=2018-12-21&g=2018-12-21;De regering verstrekt de Staten - Generaal vooraf inlichtingen over de inzet of het ter beschikking stellen van de krijgsmacht ter handhaving of bevordering van de internationale rechtsorde .  Daaronder is begrepen het vooraf verstrekken van inlichtingen over de inzet of het ter beschikking stellen van de krijgsmacht voor humanitaire hulpverlening in geval van gewapend conflict . ;verstrekt;inlichtingen over de inzet of het ter beschikking stellen van de krijgsmacht;De regering;de Staten-Generaal;;;;;;;;;;['De', 'regering', 'verstrekt', 'de', 'Staten', '-', 'Generaal', 'vooraf', 'inlichtingen', 'over', 'de', 'inzet', 'of', 'het', 'ter', 'beschikking', 'stellen', 'van', 'de', 'krijgsmacht', 'ter', 'handhaving', 'of', 'bevordering', 'van', 'de', 'internationale', 'rechtsorde', '.'];['ACTOR', 'ACTOR', 'V', 'REC', 'REC', '-', 'REC', 'O', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '.']
211;211;Hoofdstuk5;Paragraaf2;Artikel100;Lid2;;;21-12-2018;jci1.3:c:BWBR0001840&hoofdstuk=5&paragraaf=2&artikel=100&lid=2&z=2018-12-21&g=2018-12-21;Het eerste lid geldt niet ,  indien dwingende redenen het vooraf verstrekken van inlichtingen verhinderen .  In dat geval worden inlichtingen zo spoedig mogelijk verstrekt . ;worden verstrekt;inlichtingen;;;;;;;;;;;;['In', 'dat', 'geval', 'worden', 'inlichtingen', 'zo', 'spoedig', 'mogelijk', 'verstrekt', '.'];['O', 'O', 'O', 'V', 'OBJ', 'O', 'O', 'O', 'V', '.']
217;217;Hoofdstuk5;Paragraaf2;Artikel104;;;;21-12-2018;jci1.3:c:BWBR0001840&hoofdstuk=5&paragraaf=2&artikel=104&z=2018-12-21&g=2018-12-21;Belastingen van het Rijk worden geheven uit kracht van een wet .  Andere heffingen van het Rijk worden bij de wet geregeld . ;worden geheven;Belastingen van het Rijk;;;;;;;;;;;;['Belastingen', 'van', 'het', 'Rijk', 'worden', 'geheven', 'uit', 'kracht', 'van', 'een', 'wet', '.', 'Andere', 'heffingen', 'van', 'het', 'Rijk', 'worden', 'bij', 'de', 'wet', 'geregeld', '.'];['OBJ', 'OBJ', 'OBJ', 'OBJ', 'V', 'V', 'O', 'O', 'O', 'O', 'O', '.', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '.']
219;219;Hoofdstuk5;Paragraaf2;Artikel105;Lid2;;;21-12-2018;jci1.3:c:BWBR0001840&hoofdstuk=5&paragraaf=2&artikel=105&lid=2&z=2018-12-21&g=2018-12-21;Jaarlijks worden voorstellen van algemene begrotingswetten door of vanwege de Koning ingediend op het in  bedoelde tijdstip . artikel 65;worden ingediend;voorstellen van algemene begrotingswetten;de Koning;;;;;;;;;;;['Jaarlijks', 'worden', 'voorstellen', 'van', 'algemene', 'begrotingswetten', 'door', 'of', 'vanwege', 'de', 'Koning', 'ingediend', 'op', 'het', 'in', 'bedoelde', 'tijdstip', '.'];['O', 'V', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'O', '.']
220;220;Hoofdstuk5;Paragraaf2;Artikel105;Lid3;;;21-12-2018;jci1.3:c:BWBR0001840&hoofdstuk=5&paragraaf=2&artikel=105&lid=3&z=2018-12-21&g=2018-12-21;De verantwoording van de ontvangsten en de uitgaven van het Rijk wordt aan de Staten - Generaal gedaan overeenkomstig de bepalingen van de wet .  De door de Algemene Rekenkamer goedgekeurde rekening wordt aan de Staten - Generaal overgelegd . ;wordt gedaan;De verantwoording van de ontvangsten en de uitgaven van het Rijk;;de Staten-Generaal;;wordt overgelegd;De door de Algemene Rekenkamer goedgekeurde rekening;;de Staten-Generaal;;;;;['De', 'verantwoording', 'van', 'de', 'ontvangsten', 'en', 'de', 'uitgaven', 'van', 'het', 'Rijk', 'wordt', 'aan', 'de', 'Staten', '-', 'Generaal', 'gedaan', 'overeenkomstig', 'de', 'bepalingen', 'van', 'de', 'wet', '.'];['OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'V', 'O', 'REC', 'REC', '-', 'REC', 'V', 'O', 'O', 'O', 'O', 'O', 'O', '.']
220;220;Hoofdstuk5;Paragraaf2;Artikel105;Lid3;;;21-12-2018;jci1.3:c:BWBR0001840&hoofdstuk=5&paragraaf=2&artikel=105&lid=3&z=2018-12-21&g=2018-12-21;De verantwoording van de ontvangsten en de uitgaven van het Rijk wordt aan de Staten - Generaal gedaan overeenkomstig de bepalingen van de wet .  De door de Algemene Rekenkamer goedgekeurde rekening wordt aan de Staten - Generaal overgelegd . ;wordt gedaan;De verantwoording van de ontvangsten en de uitgaven van het Rijk;;de Staten-Generaal;;wordt overgelegd;De door de Algemene Rekenkamer goedgekeurde rekening;;de Staten-Generaal;;;;;['De', 'door', 'de', 'Algemene', 'Rekenkamer', 'goedgekeurde', 'rekening', 'wordt', 'aan', 'de', 'Staten', '-', 'Generaal', 'overgelegd', '.'];['OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'V', 'O', 'REC', 'REC', '-', 'REC', 'V', '.']
233;233;Hoofdstuk6;Artikel113;Lid3;;;;21-12-2018;jci1.3:c:BWBR0001840&hoofdstuk=6&artikel=113&lid=3&z=2018-12-21&g=2018-12-21;Een straf van vrijheidsontneming kan uitsluitend door de rechterlijke macht worden opgelegd . ;kan worden opgelegd;Een straf van vrijheidsontneming;de rechterlijke macht;;;;;;;;;;;['Een', 'straf', 'van', 'vrijheidsontneming', 'kan', 'uitsluitend', 'door', 'de', 'rechterlijke', 'macht', 'worden', 'opgelegd', '.'];['OBJ', 'OBJ', 'OBJ', 'OBJ', 'V', 'O', 'O', 'ACTOR', 'ACTOR', 'ACTOR', 'V', 'V', '.']
241;241;Hoofdstuk6;Artikel117;Lid1;;;;21-12-2018;jci1.3:c:BWBR0001840&hoofdstuk=6&artikel=117&lid=1&z=2018-12-21&g=2018-12-21;De leden van de rechterlijke macht met rechtspraak belast en de procureur - generaal bij de Hoge Raad worden bij koninklijk besluit voor het leven benoemd . ;worden benoemd;De leden van de rechterlijke macht met rechtspraak belast $ de procureur-generaal bij de Hoge Raad;;;;;;;;;;;;['De', 'leden', 'van', 'de', 'rechterlijke', 'macht', 'met', 'rechtspraak', 'belast', 'en', 'de', 'procureur', '-', 'generaal', 'bij', 'de', 'Hoge', 'Raad', 'worden', 'bij', 'koninklijk', 'besluit', 'voor', 'het', 'leven', 'benoemd', '.'];['OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'O', 'OBJ', 'OBJ', '-', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'V', '.']
242;242;Hoofdstuk6;Artikel117;Lid2;;;;21-12-2018;jci1.3:c:BWBR0001840&hoofdstuk=6&artikel=117&lid=2&z=2018-12-21&g=2018-12-21;Op eigen verzoek en wegens het bereiken van een bij de wet te bepalen leeftijd worden zij ontslagen . ;worden ontslagen;zij;;;;;;;;;;;;['Op', 'eigen', 'verzoek', 'en', 'wegens', 'het', 'bereiken', 'van', 'een', 'bij', 'de', 'wet', 'te', 'bepalen', 'leeftijd', 'worden', 'zij', 'ontslagen', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'OBJ', 'V', '.']
243;243;Hoofdstuk6;Artikel117;Lid3;;;;21-12-2018;jci1.3:c:BWBR0001840&hoofdstuk=6&artikel=117&lid=3&z=2018-12-21&g=2018-12-21;In de gevallen bij de wet bepaald kunnen zij door een bij de wet aangewezen ,  tot de rechterlijke macht behorend gerecht worden geschorst of ontslagen . ;worden geschorst $ worden ontslagen;zij;bij de wet aangewezen, tot de rechterlijke macht behorend gerecht;;;;;;;;;;;['In', 'de', 'gevallen', 'bij', 'de', 'wet', 'bepaald', 'kunnen', 'zij', 'door', 'een', 'bij', 'de', 'wet', 'aangewezen', ',', 'tot', 'de', 'rechterlijke', 'macht', 'behorend', 'gerecht', 'worden', 'geschorst', 'of', 'ontslagen', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'OBJ', 'O', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', ',', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'V', 'V', 'O', 'V', '.']
245;245;Hoofdstuk6;Artikel118;Lid1;;;;21-12-2018;jci1.3:c:BWBR0001840&hoofdstuk=6&artikel=118&lid=1&z=2018-12-21&g=2018-12-21;De leden van de Hoge Raad der Nederlanden worden benoemd uit een voordracht van drie personen ,  opgemaakt door de Tweede Kamer der Staten - Generaal . ;worden benoemd;De leden van de Hoge Raad der Nederlanden;;;;;;;;;;;;['De', 'leden', 'van', 'de', 'Hoge', 'Raad', 'der', 'Nederlanden', 'worden', 'benoemd', 'uit', 'een', 'voordracht', 'van', 'drie', 'personen', ',', 'opgemaakt', 'door', 'de', 'Tweede', 'Kamer', 'der', 'Staten', '-', 'Generaal', '.'];['OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'V', 'V', 'O', 'O', 'O', 'O', 'O', 'O', ',', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', '.']
248;248;Hoofdstuk6;Artikel119;;;;;21-12-2018;jci1.3:c:BWBR0001840&hoofdstuk=6&artikel=119&z=2018-12-21&g=2018-12-21;De leden van de Staten - Generaal ,  de ministers en de staatssecretarissen staan wegens ambtsmisdrijven in die betrekkingen gepleegd ,  ook na hun aftreden terecht voor de Hoge Raad .  De opdracht tot vervolging wordt gegeven bij koninklijk besluit of bij een besluit van de Tweede Kamer . ;staan terecht;De leden van de Staten-Generaal $ de ministers $ de staatssecretarissen;;;;;;;;;;;;['De', 'leden', 'van', 'de', 'Staten', '-', 'Generaal', ',', 'de', 'ministers', 'en', 'de', 'staatssecretarissen', 'staan', 'wegens', 'ambtsmisdrijven', 'in', 'die', 'betrekkingen', 'gepleegd', ',', 'ook', 'na', 'hun', 'aftreden', 'terecht', 'voor', 'de', 'Hoge', 'Raad', '.'];['OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', '-', 'OBJ', ',', 'OBJ', 'OBJ', 'O', 'OBJ', 'OBJ', 'V', 'O', 'O', 'O', 'O', 'O', 'O', ',', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'O', '.']
250;250;Hoofdstuk6;Artikel121;;;;;21-12-2018;jci1.3:c:BWBR0001840&hoofdstuk=6&artikel=121&z=2018-12-21&g=2018-12-21;Met uitzondering van de gevallen bij de wet bepaald vinden de terechtzittingen in het openbaar plaats en houden de vonnissen de gronden in waarop zij rusten .  De uitspraak geschiedt in het openbaar . ;vinden in het openbaar plaats;de terechtzittingen;;;;geschiedt;De uitspraak;;;;;;;['Met', 'uitzondering', 'van', 'de', 'gevallen', 'bij', 'de', 'wet', 'bepaald', 'vinden', 'de', 'terechtzittingen', 'in', 'het', 'openbaar', 'plaats', 'en', 'houden', 'de', 'vonnissen', 'de', 'gronden', 'in', 'waarop', 'zij', 'rusten', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'OBJ', 'OBJ', 'V', 'V', 'V', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '.']
250;250;Hoofdstuk6;Artikel121;;;;;21-12-2018;jci1.3:c:BWBR0001840&hoofdstuk=6&artikel=121&z=2018-12-21&g=2018-12-21;Met uitzondering van de gevallen bij de wet bepaald vinden de terechtzittingen in het openbaar plaats en houden de vonnissen de gronden in waarop zij rusten .  De uitspraak geschiedt in het openbaar . ;vinden in het openbaar plaats;de terechtzittingen;;;;geschiedt;De uitspraak;;;;;;;['De', 'uitspraak', 'geschiedt', 'in', 'het', 'openbaar', '.'];['OBJ', 'OBJ', 'V', 'O', 'O', 'O', '.']
261;261;Hoofdstuk7;Artikel128;;;;;21-12-2018;jci1.3:c:BWBR0001840&hoofdstuk=7&artikel=128&z=2018-12-21&g=2018-12-21;Behoudens in de gevallen bedoeld in  ,  kan de toekenning van bevoegdheden ,  als bedoeld in  ,  aan andere organen dan die ,  genoemd in  ,  alleen door provinciale staten onderscheidenlijk de gemeenteraad geschieden . artikel 123;geschieden;de toekenning van bevoegdheden;provinciale staten onderscheidenlijk de gemeenteraad;andere organen dan die, genoemd in;;;;;;;;;;['Behoudens', 'in', 'de', 'gevallen', 'bedoeld', 'in', ',', 'kan', 'de', 'toekenning', 'van', 'bevoegdheden', ',', 'als', 'bedoeld', 'in', ',', 'aan', 'andere', 'organen', 'dan', 'die', ',', 'genoemd', 'in', ',', 'alleen', 'door', 'provinciale', 'staten', 'onderscheidenlijk', 'de', 'gemeenteraad', 'geschieden', '.'];['O', 'O', 'O', 'O', 'O', 'O', ',', 'O', 'OBJ', 'OBJ', 'OBJ', 'OBJ', ',', 'O', 'O', 'O', ',', 'O', 'REC', 'REC', 'REC', 'REC', ',', 'REC', 'REC', ',', 'O', 'O', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'V', '.']
262;262;Hoofdstuk7;Artikel129;Lid1;;;;21-12-2018;jci1.3:c:BWBR0001840&hoofdstuk=7&artikel=129&lid=1&z=2018-12-21&g=2018-12-21;De leden van provinciale staten en van de gemeenteraad worden rechtstreeks gekozen door de Nederlanders ,  tevens ingezetenen van de provincie onderscheidenlijk de gemeente ,  die voldoen aan de vereisten die gelden voor de verkiezing van de Tweede Kamer der Staten - Generaal .  Voor het lidmaatschap gelden dezelfde vereisten . ;worden gekozen;De leden van provinciale staten en van de gemeenteraad;de Nederlanders;;;;;;;;;;;['De', 'leden', 'van', 'provinciale', 'staten', 'en', 'van', 'de', 'gemeenteraad', 'worden', 'rechtstreeks', 'gekozen', 'door', 'de', 'Nederlanders', ',', 'tevens', 'ingezetenen', 'van', 'de', 'provincie', 'onderscheidenlijk', 'de', 'gemeente', ',', 'die', 'voldoen', 'aan', 'de', 'vereisten', 'die', 'gelden', 'voor', 'de', 'verkiezing', 'van', 'de', 'Tweede', 'Kamer', 'der', 'Staten', '-', 'Generaal', '.'];['OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'V', 'O', 'V', 'O', 'ACTOR', 'ACTOR', ',', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', ',', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', '.']
263;263;Hoofdstuk7;Artikel129;Lid2;;;;21-12-2018;jci1.3:c:BWBR0001840&hoofdstuk=7&artikel=129&lid=2&z=2018-12-21&g=2018-12-21;De leden worden gekozen op de grondslag van evenredige vertegenwoordiging binnen door de wet te stellen grenzen . ;worden gekozen;De leden;;;;;;;;;;;;['De', 'leden', 'worden', 'gekozen', 'op', 'de', 'grondslag', 'van', 'evenredige', 'vertegenwoordiging', 'binnen', 'door', 'de', 'wet', 'te', 'stellen', 'grenzen', '.'];['OBJ', 'OBJ', 'V', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '.']
